URL,Domain,Labels Used,Citations,Cases,Record Types,Verbatim Quotes,Deep Links,HTTP Status,Page Exists,Claim Supported,Verdict,Notes
https://www.nytimes.com/live/2021/10/05/technology/facebook-whistleblower-frances-haugen,nytimes.com,New York Times,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.oecd.org/en/publications/innovative-citizen-participation-and-new-democratic-institutions_339306da-en/full-report/component-8.html,oecd.org,Organisation for Economic Co-operation and Development,1,COVID-19 School Closures and Reopenings,Proposal chain counter-evidence,0,#/case/covid-schools/spine/pr/0/l/0,,,,,
https://www.oig.dhs.gov/sites/default/files/assets/2022-09/OIG-22-74-Sep22.pdf,oig.dhs.gov,DHS OIG-22-74,1,COVID-19 Vaccine Mandates,Counter-evidence,1,#/case/covid-vaccines/chain/vax-fair/F3,,,,,
https://www.open.edu/openlearn/science-maths-technology/achieving-public-dialogue/content-section-4,open.edu,Open University,1,COVID-19 School Closures and Reopenings,Comparable case,0,#/case/covid-schools/spine/pr/1,,,,,
https://www.oralhealthgroup.com/dental-governance-regulations/calgarys-fluoride-reinstatement-serves-as-cautionary-tale-for-u-s-quebec-1003987839/,oralhealthgroup.com,Oral Health Group,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/1,,,,,
https://www.pewresearch.org/internet/2015/10/08/social-networking-usage-2005-2015/,pewresearch.org,Pew Research,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.pewresearch.org/science/2026/01/15/americans-confidence-in-scientists/,pewresearch.org,Pew 2026,1,COVID-19 School Closures and Reopenings,Counter-evidence,1,#/case/covid-schools/chain/schools-legitimacy/S7,,,,,
https://www.pewresearch.org/short-reads/2023/10/31/81-of-us-adults-versus-46-of-teens-favor-parental-consent-for-minors-to-use-social-media/,pewresearch.org,Pew Research,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.pewresearch.org/wp-content/uploads/sites/20/2025/04/PI_2025.04.22_teens-social-media-mental-health_REPORT.pdf,pewresearch.org,Pew Research,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.polisci.washington.edu/research/publications/pandemic-preparedness-and-covid-19-exploratory-analysis-infection-and,polisci.washington.edu,Bollyky et al. 2022,1,COVID-19 Vaccine Mandates,Proposal chain evidence,1,#/case/covid-vaccines/spine/pr/0/l/1,,,,,
https://www.politico.com/news/2020/07/28/aft-strikes-school-reopening-384133,politico.com,Politico,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.protectourcare.org/rfk-jr-meet-consequences-hospitals-see-diseases-resurge-as-vaccinations-decline/,protectourcare.org,Protect Our Care,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.publicdeliberation.net/the-ostbelgien-model-five-years-on/,publicdeliberation.net,Deliberative Democracy Digest,1,COVID-19 School Closures and Reopenings,Comparable case,0,#/case/covid-schools/spine/pr/4,,,,,
https://www.pulitzer.org/prize-winners-by-year/2021,pulitzer.org,Pulitzer Prizes 2021,1,COVID-19 Vaccine Mandates,Participation instance,0,#/case/covid-vaccines/chain/vax-total/V1/p/0,,,,,
https://www.researchgate.net/publication/384897615_Correlates_of_public_compliance_with_COVID-19_regulations_in_Taiwan,researchgate.net,Policing: An International Journal 2024,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V2,,,,,
https://www.reuters.com/legal/litigation/meta-google-fund-us-kids-groups-critics-warn-social-media-risk-2026-05-14/,reuters.com,Reuters,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.reuters.com/world/us/us-senate-set-pass-major-online-child-safety-reforms-2024-07-30/,reuters.com,Reuters,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.sciencedaily.com/releases/2010/08/100816204210.htm,sciencedaily.com,Kachalia et al. 2010,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/4/l/3,,,,,
https://www.sciencedaily.com/releases/2017/01/170103151133.htm,sciencedaily.com,Wilde 2017,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/0/l/1,,,,,
https://www.sciencedirect.com/science/article/abs/pii/S1061951818301496,sciencedirect.com,Verboon and Goslinga 2018,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/0/l/3,,,,,
https://www.statnews.com/2021/10/07/cdc-director-defends-decision-to-overrule-expert-panel-on-covid-booster-shots-for-health-workers/,statnews.com,STAT,1,COVID-19 Vaccine Mandates,Mechanism that should have worked,0,#/case/covid-vaccines/spine/m/0,,,,,
https://www.tandfonline.com/doi/abs/10.1080/17544750.2021.2011343,tandfonline.com,Chinese Journal of Communication,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V2,,,,,
https://www.tandfonline.com/doi/full/10.1080/01616846.2023.2197842,tandfonline.com,Public Library Quarterly,1,COVID-19 Vaccine Mandates,Participation instance,0,#/case/covid-vaccines/chain/vax-total/V4/p/1,,,,,
https://www.texastribune.org/2021/06/23/texas-hospital-houston-methodist-vaccine-employees-fired-resign/,texastribune.org,Texas Tribune,1,COVID-19 Vaccine Mandates,Proposal chain counter-evidence,0,#/case/covid-vaccines/spine/pr/1/l/1,,,,,
https://www.the74million.org/video-american-federation-of-teachers-authorizes-educator-safety-strikes-if-schools-reopen-this-fall-without-adequate-safety-measures/,the74million.org,The 74 (AFT resolution),1,COVID-19 School Closures and Reopenings,Participation instance,0,#/case/covid-schools/chain/schools-legitimacy/S2/p/0,,,,,
https://www.theguardian.com/environment/2023/jun/07/pfas-3m-dupont-chemical-industry-health-toxic-study,theguardian.com,The Guardian,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D1,,,,,
https://www.tn.gov/content/dam/tn/health/documents/healthy-places/healthy-schools/CDC_K-12-Operational-Strategy-021221.pdf,tn.gov,CDC Strategy,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.urban.org/research/publication/support-mask-and-vaccine-policies-schools-falls-along-racial-and-political-lines,urban.org,Urban,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.wect.com/story/35728729/cfpua-staff-acted-in-appropriate-manner-in-involvement-with-genx-study/,wect.com,WECT,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D3,,,,,
https://www.wri.org/snapshots/community-benefits-snapshot-stillwater-good-neighbor-agreement,wri.org,World Resources Institute,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/4,,,,,
https://www.wsj.com/tech/personal-tech/facebook-knows-instagram-is-toxic-for-teen-girls-company-documents-show-11631620739,wsj.com,WSJ,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.wunc.org/environment/2025-06-09/chemours-genx-cape-fear-river-pollution-pfas-wilmington,wunc.org,WUNC,1,GenX Contamination in the Cape Fear River,Impact evidence,0,#/case/genx-pfas/spine/i/3,,,,,
https://www.wunc.org/environment/2025-09-11/emc-nc-pfas-deq-genx-pfoa-pfos-wetlands-e-coli,wunc.org,"WUNC, September 2025",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R6,,,,,
https://yaleclimateconnections.org/2025/12/the-epa-let-companies-estimate-their-own-pollution-levels-we-discovered-real-emissions-are-far-worse/,yaleclimateconnections.org,Yale Climate Connections,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R5/p/2,,,,,
